,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
536,Zu Quirke,Sydney Sweeney,Madison Iseman,Jacques Colimon,Horror Mystery Thriller Music,nocturne,Sydney Sweeney Madison Iseman Jacques Colimon Zu Quirke Horror Mystery Thriller Music
537,"Elan Dassani, Rajeev Dassani",Sarita Choudhury,Sunita Mani,Omar Maskati,Mystery Thriller Horror,evil eye,"Sarita Choudhury Sunita Mani Omar Maskati Elan Dassani, Rajeev Dassani Mystery Thriller Horror"
538,Evan Morgan,Adam Brody,Sophie NÃ©lisse,Tzi Ma,Comedy Drama Mystery,the kid detective,Adam Brody Sophie NÃ©lisse Tzi Ma Evan Morgan Comedy Drama Mystery
539,David Prior,James Badge Dale,Marin Ireland,Stephen Root,Horror Mystery Thriller,the empty man,James Badge Dale Marin Ireland Stephen Root David Prior Horror Mystery Thriller
540,Jacob Chase,Gillian Jacobs,John Gallagher Jr.,Azhy Robertson,Horror Mystery Thriller,come play,Gillian Jacobs John Gallagher Jr. Azhy Robertson Jacob Chase Horror Mystery Thriller
541,Bryan Bertino,Marin Ireland,Michael Abbott Jr.,Xander Berkeley,Horror Drama Mystery,the dark and the wicked,Marin Ireland Michael Abbott Jr. Xander Berkeley Bryan Bertino Horror Drama Mystery
542,April Mullen,Aaron Eckhart,Katheryn Winnick,Heather Graham,Thriller Crime Mystery,wander,Aaron Eckhart Katheryn Winnick Heather Graham April Mullen Thriller Crime Mystery
543,Adam Mason,KJ Apa,Sofia Carson,Craig Robinson,Thriller Romance Drama Mystery,songbird,KJ Apa Sofia Carson Craig Robinson Adam Mason Thriller Romance Drama Mystery
544,Keith Thomas,Dave Davis,Menashe Lustig,Malky Goldman,Horror Mystery,the vigil,Dave Davis Menashe Lustig Malky Goldman Keith Thomas Horror Mystery
545,Steve Basilone,Finn Wittrock,Zoe Chao,Casey Wilson,Horror Mystery Thriller,long weekend,Finn Wittrock Zoe Chao Casey Wilson Steve Basilone Horror Mystery Thriller
546,Evan Spiliotopoulos,Jeffrey Dean Morgan,Katie Aselton,William Sadler,Horror Mystery,the unholy,Jeffrey Dean Morgan Katie Aselton William Sadler Evan Spiliotopoulos Horror Mystery
547,Vaughn Stein,Casey Affleck,Sam Claflin,Veronica Ferres,Thriller Mystery,every breath you take,Casey Affleck Sam Claflin Veronica Ferres Vaughn Stein Thriller Mystery
548,Bruce Wemple,Francesca Anderson,AdriÃ¡n Burke,Chris Cimperman,Horror Mystery,dawn of the beast,Francesca Anderson AdriÃ¡n Burke Chris Cimperman Bruce Wemple Horror Mystery
549,William Brent Bell,Rupert Friend,Mamie Gummer,Violet McGraw,Horror Mystery,separation,Rupert Friend Mamie Gummer Violet McGraw William Brent Bell Horror Mystery
550,Alexandre Aja,MÃ©lanie Laurent,Mathieu Amalric,Malik Zidi,Crime Drama Mystery Thriller,oxygen,MÃ©lanie Laurent Mathieu Amalric Malik Zidi Alexandre Aja Crime Drama Mystery Thriller
551,Joe Wright,Amy Adams,Gary Oldman,Anthony Mackie,Crime Mystery Thriller,the woman in the window,Amy Adams Gary Oldman Anthony Mackie Joe Wright Crime Mystery Thriller
552,Michael Chaves,Patrick Wilson,Vera Farmiga,Ruairi O'Connor,Horror Mystery Thriller,the conjuring: the devil made me do it,Patrick Wilson Vera Farmiga Ruairi O'Connor Michael Chaves Horror Mystery Thriller
553,Mark Raso,Gina Rodriguez,Jennifer Jason Leigh,Barry Pepper,Thriller Crime Mystery,awake,Gina Rodriguez Jennifer Jason Leigh Barry Pepper Mark Raso Thriller Crime Mystery
554,John Lee,Ilana Glazer,Justin Theroux,Sophia Bush,Horror Mystery Thriller,false positive,Ilana Glazer Justin Theroux Sophia Bush John Lee Horror Mystery Thriller
555,Steven Soderbergh,Don Cheadle,Benicio del Toro,David Harbour,Crime Drama Mystery,no sudden move,Don Cheadle Benicio del Toro David Harbour Steven Soderbergh Crime Drama Mystery
556,Leigh Janiak,Kiana Madeira,Olivia Scott Welch,Benjamin Flores Jr.,Mystery Horror,fear street part one: 1994,Kiana Madeira Olivia Scott Welch Benjamin Flores Jr. Leigh Janiak Mystery Horror
557,Leigh Janiak,Sadie Sink,Emily Rudd,Ryan Simpkins,Mystery Horror,fear street part two: 1978,Sadie Sink Emily Rudd Ryan Simpkins Leigh Janiak Mystery Horror
558,Adam Robitel,Taylor Russell,Logan Miller,Indya Moore,Horror Thriller Mystery,escape room: tournament of champions,Taylor Russell Logan Miller Indya Moore Adam Robitel Horror Thriller Mystery
559,Leigh Janiak,Kiana Madeira,Ashley Zukerman,Gillian Jacobs,Mystery Horror,fear street part three: 1666,Kiana Madeira Ashley Zukerman Gillian Jacobs Leigh Janiak Mystery Horror
560,"Daryl Wein, Zoe Lister-Jones",Zoe Lister-Jones,Cailee Spaeny,Olivia Wilde,Science Fiction Thriller Mystery Action Adventure,how it ends,"Zoe Lister-Jones Cailee Spaeny Olivia Wilde Daryl Wein, Zoe Lister-Jones Science Fiction Thriller Mystery Action Adventure"
561,Robert Schwentke,Henry Golding,Andrew Koji,Ãrsula CorberÃ³,Thriller Crime Mystery,snake eyes,Henry Golding Andrew Koji Ãrsula CorberÃ³ Robert Schwentke Thriller Crime Mystery
562,M. Night Shyamalan,Gael GarcÃ­a Bernal,Vicky Krieps,Rufus Sewell,Thriller Mystery Horror,old,Gael GarcÃ­a Bernal Vicky Krieps Rufus Sewell M. Night Shyamalan Thriller Mystery Horror
563,Randall Emmett,Megan Fox,Bruce Willis,Emile Hirsch,Crime Mystery Thriller Action,midnight in the switchgrass,Megan Fox Bruce Willis Emile Hirsch Randall Emmett Crime Mystery Thriller Action
564,Ferdinando Cito Filomarino,John David Washington,Boyd Holbrook,Vicky Krieps,Crime Mystery Thriller,beckett,John David Washington Boyd Holbrook Vicky Krieps Ferdinando Cito Filomarino Crime Mystery Thriller
565,Lisa Joy,Hugh Jackman,Rebecca Ferguson,Thandiwe Newton,Mystery Science Fiction,reminiscence,Hugh Jackman Rebecca Ferguson Thandiwe Newton Lisa Joy Mystery Science Fiction
566,David Bruckner,Rebecca Hall,Sarah Goldberg,Evan Jonigkeit,Drama Horror Mystery Thriller,the night house,Rebecca Hall Sarah Goldberg Evan Jonigkeit David Bruckner Drama Horror Mystery Thriller
567,Vibeke Muasya,Siobhan Fallon Hogan,Ellie Frankel,Robert Patrick,Mystery Thriller Horror Drama Crime,rushed,Siobhan Fallon Hogan Ellie Frankel Robert Patrick Vibeke Muasya Mystery Thriller Horror Drama Crime
568,Sean King O'Grady,Sierra McCormick,Vinessa Shaw,Pat Healy,Horror Mystery,we need to do something,Sierra McCormick Vinessa Shaw Pat Healy Sean King O'Grady Horror Mystery
569,David Midell,Frankie Faison,Steve O'Connell,Enrico Natale,Mystery Thriller Drama,the killing of kenneth chamberlain,Frankie Faison Steve O'Connell Enrico Natale David Midell Mystery Thriller Drama
570,Potsy Ponciroli,Tim Blake Nelson,Scott Haze,Gavin Lewis,Action Western Thriller Crime Mystery,old henry,Tim Blake Nelson Scott Haze Gavin Lewis Potsy Ponciroli Action Western Thriller Crime Mystery
571,Karen Cinorre,Grace Van Patten,Mia Goth,Havana Rose Liu,Mystery Fantasy Drama,mayday,Grace Van Patten Mia Goth Havana Rose Liu Karen Cinorre Mystery Fantasy Drama
572,Patrick Brice,Sydney Park,Theodore Pellerin,Asjha Cooper,Horror Mystery,there's someone inside your house,Sydney Park Theodore Pellerin Asjha Cooper Patrick Brice Horror Mystery
573,"Matt Angel, Suzanne Coote",Kate Siegel,Jason O'Mara,DulÃ© Hill,Mystery Thriller Science Fiction,hypnotic,"Kate Siegel Jason O'Mara DulÃ© Hill Matt Angel, Suzanne Coote Mystery Thriller Science Fiction"
574,Scott Cooper,Keri Russell,Jesse Plemons,Jeremy T. Thomas,Drama Horror Mystery,antlers,Keri Russell Jesse Plemons Jeremy T. Thomas Scott Cooper Drama Horror Mystery
575,William Eubank,Emily Bader,Roland Buck III,Dan Lippert,Horror Mystery,paranormal activity: next of kin,Emily Bader Roland Buck III Dan Lippert William Eubank Horror Mystery
576,Michael Pierce,Riz Ahmed,Octavia Spencer,Janina Gavankar,Science Fiction Mystery Thriller Drama,encounter,Riz Ahmed Octavia Spencer Janina Gavankar Michael Pierce Science Fiction Mystery Thriller Drama
577,Apichatpong Weerasethakul,Tilda Swinton,Elkin Diaz,Jeanne Balibar,Drama Science Fiction Mystery,memoria,Tilda Swinton Elkin Diaz Jeanne Balibar Apichatpong Weerasethakul Drama Science Fiction Mystery
578,"Matt Bettinelli-Olpin, Tyler Gillett",Melissa Barrera,Mason Gooding,Jenna Ortega,Horror Mystery Thriller,scream,"Melissa Barrera Mason Gooding Jenna Ortega Matt Bettinelli-Olpin, Tyler Gillett Horror Mystery Thriller"
579,Luis Prieto,Cameron Monaghan,Frank Grillo,Lilly Krug,Mystery Thriller,shattered,Cameron Monaghan Frank Grillo Lilly Krug Luis Prieto Mystery Thriller
580,Kenneth Branagh,Tom Bateman,Annette Bening,Kenneth Branagh,Mystery Crime Thriller,death on the nile,Tom Bateman Annette Bening Kenneth Branagh Kenneth Branagh Mystery Crime Thriller
581,Damien Power,Havana Rose Liu,Danny Ramirez,David Rysdahl,Thriller Mystery,no exit,Havana Rose Liu Danny Ramirez David Rysdahl Damien Power Thriller Mystery
582,Edward John Drake,Devon Sawa,Bruce Willis,Luke Wilson,Action Thriller Crime Mystery,gasoline alley,Devon Sawa Bruce Willis Luke Wilson Edward John Drake Action Thriller Crime Mystery
583,Matt Reeves,Robert Pattinson,ZoÃ« Kravitz,Paul Dano,Crime Mystery Thriller,the batman,Robert Pattinson ZoÃ« Kravitz Paul Dano Matt Reeves Crime Mystery Thriller
584,Graham Moore,Mark Rylance,Zoey Deutch,Johnny Flynn,Crime Drama Thriller Mystery,the outfit,Mark Rylance Zoey Deutch Johnny Flynn Graham Moore Crime Drama Thriller Mystery
585,Adrian Lyne,Ben Affleck,Ana de Armas,unknown,Drama Mystery Thriller,deep water,Ben Affleck Ana de Armas unknown Adrian Lyne Drama Mystery Thriller
586,Iris K. Shim,Sandra Oh,Fivel Stewart,Dermot Mulroney,Horror Mystery Drama,umma,Sandra Oh Fivel Stewart Dermot Mulroney Iris K. Shim Horror Mystery Drama
587,Mariama Diallo,Regina Hall,Zoe Renee,Amber Gray,Horror Thriller Drama Mystery,master,Regina Hall Zoe Renee Amber Gray Mariama Diallo Horror Thriller Drama Mystery
588,"Malgorzata Szumowska, Michal Englert",Naomi Watts,Billy Howle,Denis O'Hare,Thriller Adventure Drama Mystery,infinite storm,Naomi Watts Billy Howle Denis O'Hare Malgorzata Szumowska Michal Englert Thriller Adventure Drama Mystery
589,Roshan Sethi,Karan Soni,Geraldine Viswanathan,unknown,Crime Horror Drama Mystery Thriller,7 days,Karan Soni Geraldine Viswanathan unknown Roshan Sethi Crime Horror Drama Mystery Thriller
590,Nick Lyon,Jamie Bamber,Keesha Sharp,AnnaLynne McCord,Mystery Thriller Horror,titanic 666,Jamie Bamber Keesha Sharp AnnaLynne McCord Nick Lyon Mystery Thriller Horror
591,Simon Curtis,Hugh Bonneville,Jim Carter,Michelle Dockery,Drama Romance History Mystery,downton abbey: a new era,Hugh Bonneville Jim Carter Michelle Dockery Simon Curtis Drama Romance History Mystery
592,Akiva Schaffer,John Mulaney,Andy Samberg,KiKi Layne,Animation Family Comedy Adventure Mystery,chip 'n dale: rescue rangers,John Mulaney Andy Samberg KiKi Layne Akiva Schaffer Animation Family Comedy Adventure Mystery
593,Chloe Okuno,Maika Monroe,Karl Glusman,Burn Gorman,Horror Mystery Thriller,watcher,Maika Monroe Karl Glusman Burn Gorman Chloe Okuno Horror Mystery Thriller
594,Sonja O'Hara,Stephen Lang,Shane West,Bruce Dern,Horror Thriller Drama Mystery,mid-century,Stephen Lang Shane West Bruce Dern Sonja O'Hara Horror Thriller Drama Mystery
595,Spencer Squire,Emma Roberts,John Gallagher Jr.,Michael Shannon,Horror Mystery Thriller Crime Drama,abandoned,Emma Roberts John Gallagher Jr. Michael Shannon Spencer Squire Horror Mystery Thriller Crime Drama
596,Olivia Newman,Daisy Edgar-Jones,Taylor John Smith,Harris Dickinson,Drama Mystery Romance,where the crawdads sing,Daisy Edgar-Jones Taylor John Smith Harris Dickinson Olivia Newman Drama Mystery Romance
597,Eli Horowitz,Winona Ryder,Dermot Mulroney,John Gallagher Jr.,Thriller Drama Mystery,gone in the night,Winona Ryder Dermot Mulroney John Gallagher Jr. Eli Horowitz Thriller Drama Mystery
598,Jordan Peele,Daniel Kaluuya,Keke Palmer,Steven Yeun,Horror Science Fiction Mystery,nope,Daniel Kaluuya Keke Palmer Steven Yeun Jordan Peele Horror Science Fiction Mystery
599,B. J. Novak,B. J. Novak,Boyd Holbrook,J. Smith-Cameron,Thriller Mystery Comedy,vengeance,B. J. Novak Boyd Holbrook J. Smith-Cameron B. J. Novak Thriller Mystery Comedy
600,Andrew Semans,Rebecca Hall,Grace Kaufman,Michael Esper,Crime Mystery Horror,resurrection,Rebecca Hall Grace Kaufman Michael Esper Andrew Semans Crime Mystery Horror
601,Halina Reijn,Amandla Stenberg,Maria Bakalova,Myha'la Herrold,Comedy Horror Mystery,bodies bodies bodies,Amandla Stenberg Maria Bakalova Myha'la Herrold Halina Reijn Comedy Horror Mystery
602,Robert Budreau,Stephan James,Marisa Tomei,Paul Walter Hauser,Mystery Thriller Crime Drama,delia's gone,Stephan James Marisa Tomei Paul Walter Hauser Robert Budreau Mystery Thriller Crime Drama
603,Zach Cregger,Georgina Campbell,Bill SkarsgÃ¥rd,Justin Long,Horror Mystery Thriller,barbarian,Georgina Campbell Bill SkarsgÃ¥rd Justin Long Zach Cregger Horror Mystery Thriller
604,Tom George,Sam Rockwell,Saoirse Ronan,Adrien Brody,Mystery Comedy Crime,see how they run,Sam Rockwell Saoirse Ronan Adrien Brody Tom George Mystery Comedy Crime
605,Greg Mottola,Jon Hamm,Marcia Gay Harden,Kyle MacLachlan,Comedy Mystery Crime,"confess, fletch",Jon Hamm Marcia Gay Harden Kyle MacLachlan Greg Mottola Comedy Mystery Crime
606,Julian Higgins,Thandiwe Newton,Jeremy Bobb,Joris Jarsky,Mystery Thriller Western Drama,god's country,Thandiwe Newton Jeremy Bobb Joris Jarsky Julian Higgins Mystery Thriller Western Drama
607,Matt Sobel,Naomi Watts,Cameron Crovetti,Nicholas Crovetti,Horror Thriller Mystery,goodnight mommy,Naomi Watts Cameron Crovetti Nicholas Crovetti Matt Sobel Horror Thriller Mystery
608,Timo Vuorensola,Sydney Craven,Imran Adams,Dee Wallace,Horror Thriller Mystery,jeepers creepers: reborn,Sydney Craven Imran Adams Dee Wallace Timo Vuorensola Horror Thriller Mystery
609,Olivia Wilde,Florence Pugh,Harry Styles,Olivia Wilde,Thriller Mystery Drama,don't worry darling,Florence Pugh Harry Styles Olivia Wilde Olivia Wilde Thriller Mystery Drama
610,Tyler Perry,Joshua Boone,Amirah Vann,Solea Pfeiffer,Drama Romance Mystery,a jazzman's blues,Joshua Boone Amirah Vann Solea Pfeiffer Tyler Perry Drama Romance Mystery
611,Parker Finn,Sosie Bacon,Jessie T. Usher,Kyle Gallner,Horror Mystery Thriller,smile,Sosie Bacon Jessie T. Usher Kyle Gallner Parker Finn Horror Mystery Thriller
612,Mike Barker,Mila Kunis,Chira Aurelia,Finn Wittrock,Drama Thriller Mystery,luckiest girl alive,Mila Kunis Chira Aurelia Finn Wittrock Mike Barker Drama Thriller Mystery
613,John Lee Hancock,Donald Sutherland,Jaeden Martell,Joe Tippett,Drama Horror Mystery,mr. harrigan's phone,Donald Sutherland Jaeden Martell Joe Tippett John Lee Hancock Drama Horror Mystery
614,David O. Russell,Christian Bale,Margot Robbie,John David Washington,Mystery Comedy Drama,amsterdam,Christian Bale Margot Robbie John David Washington David O. Russell Mystery Comedy Drama
615,David Bruckner,Odessa A'zion,Jamie Clayton,Adam Faison,Horror Mystery,hellraiser,Odessa A'zion Jamie Clayton Adam Faison David Bruckner Horror Mystery
616,"Dan Berk, Robert Olsen",Maika Monroe,Jake Lacy,Matthew Yang King,Science Fiction Thriller Horror Mystery Drama,significant other,Maika Monroe Jake Lacy Matthew Yang King Dan Berk Robert Olsen Science Fiction Thriller Horror Mystery Drama
617,Bill Posley,Tony Todd,unknown,unknown,Horror Mystery Thriller Crime,bitch ass,Tony Todd unknown unknown Bill Posley Horror Mystery Thriller Crime
618,Tobias Lindholm,Jessica Chastain,Eddie Redmayne,Nnamdi Asomugha,Drama Crime Mystery,the good nurse,Jessica Chastain Eddie Redmayne Nnamdi Asomugha Tobias Lindholm Drama Crime Mystery
619,SebastiÃÂ¡n Lelio,Florence Pugh,Tom Burke,Niamh Algar,Drama Mystery,the wonder,Florence Pugh Tom Burke Niamh Algar SebastiÃÂ¡n Lelio Drama Mystery
620,Amy Rice,Jodie Turner-Smith,John Cena,Brian Cox,Thriller Mystery Crime,the independent,Jodie Turner-Smith John Cena Brian Cox Amy Rice Thriller Mystery Crime
621,Harry Bradbeer,Millie Bobby Brown,Henry Cavill,Helena Bonham Carter,Adventure Mystery Crime,enola holmes 2,Millie Bobby Brown Henry Cavill Helena Bonham Carter Harry Bradbeer Adventure Mystery Crime
622,"Justin Benson, Aaron Moorhead",Aaron Moorhead,Justin Benson,Sarah Adina Smith,Science Fiction Mystery Comedy Horror,something in the dirt,Aaron Moorhead Justin Benson Sarah Adina Smith Justin Benson Aaron Moorhead Science Fiction Mystery Comedy Horror
623,Rian Johnson,Daniel Craig,Edward Norton,Janelle MonÃÂ¡e,Comedy Crime Mystery,glass onion: a knives out mystery,Daniel Craig Edward Norton Janelle MonÃÂ¡e Rian Johnson Comedy Crime Mystery
624,Joanna Hogg,Tilda Swinton,Joseph Mydell,Carly-Sophia Davies,Drama Mystery,the eternal daughter,Tilda Swinton Joseph Mydell Carly-Sophia Davies Joanna Hogg Drama Mystery
625,Scott Cooper,Christian Bale,Harry Melling,Gillian Anderson,Thriller Crime Horror Mystery,the pale blue eye,Christian Bale Harry Melling Gillian Anderson Scott Cooper Thriller Crime Horror Mystery
626,John Hyams,Gideon Adlon,Bethlehem Million,Marc Menchaca,Horror Mystery Thriller,sick,Gideon Adlon Bethlehem Million Marc Menchaca John Hyams Horror Mystery Thriller
627,Roxanne Benjamin,Alisha Wainwright,Zach Gilford,Amanda Crew,Horror Mystery Thriller,there's something wrong with the children,Alisha Wainwright Zach Gilford Amanda Crew Roxanne Benjamin Horror Mystery Thriller
628,"Nicholas D.Johnson, Will Merrick",Storm Reid,Joaquim de Almeida,Ken Leung,Thriller Mystery Drama,missing,Storm Reid Joaquim de Almeida Ken Leung Nicholas D.Johnson Will Merrick  Thriller Mystery Drama
629,M. Night Shyamalan,Dave Bautista,Jonathan Groff,Ben Aldridge,Thriller Mystery Horror,knock at the cabin,Dave Bautista Jonathan Groff Ben Aldridge M. Night Shyamalan Thriller Mystery Horror
630,Nicolas Harvard,Ryan Phillippe,Kate Bosworth,Ving Rhames,Mystery Thriller Action Crime Drama,the locksmith,Ryan Phillippe Kate Bosworth Ving Rhames Nicolas Harvard Mystery Thriller Action Crime Drama
631,Jamie Payne,Idris Elba,Cynthia Erivo,Andy Serkis,Crime Mystery Thriller,luther: the fallen sun,Idris Elba Cynthia Erivo Andy Serkis Jamie Payne Crime Mystery Thriller
632,Yoko Okumura,Midori Francis,Jolene Purdy,Missi Pyle,Horror Mystery,unseen,Midori Francis Jolene Purdy Missi Pyle Yoko Okumura Horror Mystery
633,Matt Ruskin,Keira Knightley,Carrie Coon,Alessandro Nivola,Crime Mystery Thriller,boston strangler,Keira Knightley Carrie Coon Alessandro Nivola Matt Ruskin Crime Mystery Thriller
634,Jordan Ross,Garrett Hedlund,Noah Schnapp,Victoria Justice,Mystery Thriller Action,the tutor,Garrett Hedlund Noah Schnapp Victoria Justice Jordan Ross Mystery Thriller Action
635,Jacob Byrd,Sydney Carvill,Wade Baker Janet Carter,Rob Shuster,Horror Mystery Drama,adalynn,Sydney Carvill Wade Baker Janet Carter Rob Shuster Jacob Byrd Horror Mystery Drama
636,Jeremy Garelick,Adam Sandler,Jennifer Aniston,MÃ©lanie Laurent,Mystery Comedy Crime,murder mystery 2,Adam Sandler Jennifer Aniston MÃ©lanie Laurent Jeremy Garelick Mystery Comedy Crime
637,Franklin Ritch,Lance Henriksen,Sinda Nichols,David Girard,Science Fiction Thriller Mystery,the artifice girl,Lance Henriksen Sinda Nichols David Girard Franklin Ritch Science Fiction Thriller Mystery
638,Robert Rodriguez,Ben Affleck,Alice Braga,William Fichtner,Mystery Thriller Science Fiction,hypnotic,Ben Affleck Alice Braga William Fichtner Robert Rodriguez Mystery Thriller Science Fiction
639,Tony Dean Smith,Jonathan Rhys Meyers,Jon Voight,Leah Gibson,Action Mystery Thriller,mercy,Jonathan Rhys Meyers Jon Voight Leah Gibson Tony Dean Smith Action Mystery Thriller
640,Rob Savage,Sophie Thatcher,Chris Messina,Vivien Lyra Blair,Horror Thriller Mystery,the boogeyman,Sophie Thatcher Chris Messina Vivien Lyra Blair Rob Savage Horror Thriller Mystery
641,Michael Oblowitz,Mel Gibson,Kate Bosworth,Dominic Purcell,Thriller Action Mystery,confidential informant,Mel Gibson Kate Bosworth Dominic Purcell Michael Oblowitz Thriller Action Mystery
642,Catherine Hardwicke,Kate Beckinsale,Brian Cox,Christopher Convery,Drama Mystery Thriller,prisoner's daughter,Kate Beckinsale Brian Cox Christopher Convery Catherine Hardwicke Drama Mystery Thriller
643,Juel Taylor,John Boyega,Teyonah Parris,Jamie Foxx,Comedy Science Fiction Mystery,they cloned tyrone,John Boyega Teyonah Parris Jamie Foxx Juel Taylor Comedy Science Fiction Mystery
644,Joachim Back,Jon Hamm,Danny Pudi,Sarah Gadon,Comedy Mystery,corner office,Jon Hamm Danny Pudi Sarah Gadon Joachim Back Comedy Mystery
645,Laura Moss,Marin Ireland,Judy Reyes,A.J. Lister,Horror Mystery Thriller Drama Science Fiction,birth/rebirth,Marin Ireland Judy Reyes A.J. Lister Laura Moss Horror Mystery Thriller Drama Science Fiction
646,Kenneth Branagh,Kenneth Branagh,Kyle Allen,Camille Cottin,Mystery Thriller Crime,a haunting in venice,Kenneth Branagh Kyle Allen Camille Cottin Kenneth Branagh Mystery Thriller Crime
647,Grant Singer,Benicio del Toro,Justin Timberlake,Alicia Silverstone,Crime Drama Mystery Thriller,reptile,Benicio del Toro Justin Timberlake Alicia Silverstone Grant Singer Crime Drama Mystery Thriller
648,Bishal Dutta,Megan Suri,Neeru Bajwa,Mohana Krishnan,Horror Mystery,it lives inside,Megan Suri Neeru Bajwa Mohana Krishnan Bishal Dutta Horror Mystery
649,"Ian Tripp, Ryan Schafer",Vinny Curran,Bill Oberst Jr.,Brendan Cahalan,Horror Comedy Mystery Thriller,everybody dies by the end,"Vinny Curran Bill Oberst Jr. Brendan Cahalan Ian Tripp, Ryan Schafer Horror Comedy Mystery Thriller"
650,Emma Tammi,Josh Hutcherson,Elizabeth Lail,Piper Rubio,Horror Mystery,five nights at freddy's,Josh Hutcherson Elizabeth Lail Piper Rubio Emma Tammi Horror Mystery
651,Stephen Cognetti,Bridget Rose Perrotta,Destiny Leilani Brown,James Liddell,Horror Mystery,hell house llc origins: the carmichael manor,Bridget Rose Perrotta Destiny Leilani Brown James Liddell Stephen Cognetti Horror Mystery
652,Neil Burger,Daisy Ridley,Ben Mendelsohn,Garrett Hedlund,Thriller Crime Drama Mystery,the marsh king's daughter,Daisy Ridley Ben Mendelsohn Garrett Hedlund Neil Burger Thriller Crime Drama Mystery
653,K. Asher Levin,Annabelle Dexter-Jones,Tyrese Gibson,Emile Hirsch,Thriller Drama Comedy Mystery,helen's dead,Annabelle Dexter-Jones Tyrese Gibson Emile Hirsch K. Asher Levin Thriller Drama Comedy Mystery
654,John Trengove,Jesse Eisenberg,Adrien Brody,Odessa Young,Mystery Thriller Drama,manodrome,Jesse Eisenberg Adrien Brody Odessa Young John Trengove Mystery Thriller Drama
655,Eli Roth,Patrick Dempsey,Addison Rae,Milo Manheim,Horror Mystery Thriller,thanksgiving,Patrick Dempsey Addison Rae Milo Manheim Eli Roth Horror Mystery Thriller
656,Sam Esmail,Julia Roberts,Mahershala Ali,Ethan Hawke,Drama Mystery Thriller,leave the world behind,Julia Roberts Mahershala Ali Ethan Hawke Sam Esmail Drama Mystery Thriller
657,"Puneet Krishna , Karan Anshuman , Apurva Dhar Badgaiyan",Ali Fazal,Rasika Dugal,Shweta Tripathi,"Action , Crime , Mystery , Thriller , Drama , Adventure ",mirzapur,"Ali Fazal Rasika Dugal Shweta Tripathi Puneet Krishna , Karan Anshuman , Apurva Dhar Badgaiyan Action , Crime , Mystery , Thriller , Drama , Adventure "
658,Jeffrey Darling,Jacob Elordi,Zachary Quinto,Patrick J. Adams,Mystery Thriller Crime Drama,he went that way,Jacob Elordi Zachary Quinto Patrick J. Adams Jeffrey Darling Mystery Thriller Crime Drama
659,Jon Keeyes,Alice Eve,Antonio Banderas,Paul Reid,Mystery Thriller Crime Horror,cult killer,Alice Eve Antonio Banderas Paul Reid Jon Keeyes Mystery Thriller Crime Horror
660,Henry Barrial,Jason Bernardo,Jessicah Neufeld,Colleen O'Shaughnessey,Mystery Comedy Thriller,murder and cocktails,Jason Bernardo Jessicah Neufeld Colleen O'Shaughnessey Henry Barrial Mystery Comedy Thriller
661,Gonzalo LÃ³pez-Gallego,Ian McShane,Nora Arnezeder,Fanny Ardant,Thriller Mystery Drama,american star,Ian McShane Nora Arnezeder Fanny Ardant Gonzalo LÃ³pez-Gallego Thriller Mystery Drama
662,Roxine Helberg,Bel Powley,Tracee Ellis Ross,Jacob Tremblay,Mystery Thriller Drama,cold copy,Bel Powley Tracee Ellis Ross Jacob Tremblay Roxine Helberg Mystery Thriller Drama
663,Jeff Wadlow,DeWanda Wise,Tom Payne,Taegen Burns,Horror Mystery Thriller,imaginary,DeWanda Wise Tom Payne Taegen Burns Jeff Wadlow Horror Mystery Thriller
664,Michael Mohan,Sydney Sweeney,Ãlvaro Morte,Benedetta Porcaroli,Horror Mystery Thriller,immaculate,Sydney Sweeney Ãlvaro Morte Benedetta Porcaroli Michael Mohan Horror Mystery Thriller
665,Adam Cooper,Russell Crowe,Karen Gillan,Marton Csokas,Mystery Thriller Crime Drama,sleeping dogs,Russell Crowe Karen Gillan Marton Csokas Adam Cooper Mystery Thriller Crime Drama
666,Damian Hurley,Elizabeth Hurley,Georgia Lock,Lauren McQueen,Mystery Thriller,strictly confidential,Elizabeth Hurley Georgia Lock Lauren McQueen Damian Hurley Mystery Thriller
667,"Nick Roth, Lindsey Haun",Seth Green,Jacob DeMonte-Finn,Clare Grant,Mystery Action Comedy Crime,hanky panky,"Seth Green Jacob DeMonte-Finn Clare Grant Nick Roth, Lindsey Haun Mystery Action Comedy Crime"
668,Stefon Bristol,Jennifer Hudson,Milla Jovovich,QuvenzhanÃ© Wallis,Science Fiction Mystery Thriller,breathe,Jennifer Hudson Milla Jovovich QuvenzhanÃ© Wallis Stefon Bristol Science Fiction Mystery Thriller
669,John Rosman,Sonya Walger,Hayley Erin,Tony Amendola,Horror Thriller Mystery Science Fiction,new life,Sonya Walger Hayley Erin Tony Amendola John Rosman Horror Thriller Mystery Science Fiction
670,Chris Pine,Chris Pine,Annette Bening,DeWanda Wise,Mystery Comedy,poolman,Chris Pine Annette Bening DeWanda Wise Chris Pine Mystery Comedy
671,Ishana Night Shyamalan,Dakota Fanning,Georgina Campbell,Olwen FouÃ©rÃ©,Fantasy Mystery Thriller Horror,the watchers,Dakota Fanning Georgina Campbell Olwen FouÃ©rÃ© Ishana Night Shyamalan Fantasy Mystery Thriller Horror
